Title,Job Title,Experience,Experience Categories,Company,Location,Skills
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Michelin,Pune,"Retail, Data analysis, Web analytics, digital marketing analyst, Data collection, E-commerce, Digital marketing, Continuous improvement"
Business Data Analyst,Data Analyst,2-4 Yrs,Entry Level,AARNA HR SOLUTIONS PVT. LTD.,Bengaluru,"ERP, SAP, SAS, Business Data Analyst, XML, SPSS, Oracle, Data mining"
Business Data Analyst,Data Analyst,2-4 Yrs,Entry Level,NetApp,Bengaluru,"data analysis, business requirements, business data analysis, sql querying, relational databases, communication skills, sql, Requirements"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Brickwork Ratings (BWR),Bengaluru,"Advanced Excel, MIS Reporting, Power Bi, Data Analysis, Excel Report Preparation, SQL, Python, Reporting"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Arvind Limited,Bengaluru,"Power Bi, Azure Databricks, MS Fabric, SQL, Python, Microsoft Azure, Fabric, Data analysis"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Thomson Reuters,Bengaluru,"python, presentation skills, power bi, sql, tableau, data analysis, bi, data warehousing"
Data Scientist Data Analyst Bi,Data Analyst,2-4 Yrs,Entry Level,Tecvesten Consulting,Chennai,"Social media marketing, Typesetting, data science, Technology consulting, Data Analyst, Management, Business intelligence, Digital marketing"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,the modern dimension,"New Delhi, Bengaluru","Business Intelligence, R, Power Bi, Sql Server, Tableau, Oracle, Bi, Data analysis"
Senior Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Indegene,Bengaluru,"customer segmentation, Automation, MS Access, Pharma, Healthcare, Data Analyst, Analytics, SQL"
Analyst- Launch And Commercialization Data,Other,2-4 Yrs,Entry Level,Sanofi,Hyderabad,"Data analysis, Publishing, Data management, Project management, Business analytics, Analytical, Market research, Healthcare"
Data Governance Analyst,Data Governance Analyst,2-4 Yrs,Entry Level,S&P Global Market Intelligence,Gurugram,"data management, data preparation, data quality, data classification, data governance, metadata, data analysis, metadata management"
Data Analyst Ii,Data Analyst,2-4 Yrs,Entry Level,FedEx,Bengaluru,"Supply chain, Business improvement, Retail analytics, Data modeling, Machine learning, Business solutions, Forecasting, Operations"
Data Analyst Specialist,Data Analyst,2-4 Yrs,Entry Level,Appletech,Vadodara,"Excel, VLOOKUP, Data Analysis, Pivot, HLOOKUP, Countif, Data Migration, Conditional Formatting"
Data Analyst - L3,Data Analyst,2-4 Yrs,Entry Level,Wipro,Bengaluru,"python, dashboards management, data analysis, data mining, data warehousing, business analytics, Data, Warehouse"
Data Analyst - L3,Data Analyst,2-4 Yrs,Entry Level,Wipro,Bengaluru,"Data Analysis, Tableau, data warehouses, data integration, Data modelling, L3, Warehouse, Integration"
Data Analyst - L3,Data Analyst,2-4 Yrs,Entry Level,Wipro,Bengaluru,"data analysis, data mining, data warehousing, dashboards, data integration, python, data validation, pivot table"
Data Analyst - L3,Data Analyst,2-4 Yrs,Entry Level,Wipro,Hyderabad,"Data analysis, data validation, data mining, business analysis, data warehousing, business analytics, dbms, dashboards"
Esg Data: Sustainability Business Analyst,Business Analyst,2-4 Yrs,Entry Level,Deutsche Bank,Bengaluru,"microsoft office applications, documentation, business analysis, data integrity, data reconciliation, python, confluence, test cases"
Data Analyst - L3,Data Analyst,2-4 Yrs,Entry Level,Wipro,Bengaluru,"Data Warehousing, Data analysis, data validation, data mining, business analytics, dashboards, data integration, Analytics"
Data Analysts,Data Analyst,2-4 Yrs,Entry Level,Mainetti,Chennai,"Sales Analysis, Power Bi Dashboards, Data Analysis, SQL Queries, Advanced Excel, Data, SQL, Query"
Hr Senior Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Hitachi,Hyderabad,"hr metrics, bi, power bi, pivot table, powerpoint, sql, communication skills, Hrsd"
Data Analyst - People & Culture,Data Analyst,2-4 Yrs,Entry Level,"NTT DATA, Inc.",Gurugram,"project management, sap, power bi, data modeling, dax, master data, data analysis, c"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,AARNA HR SOLUTIONS PVT. LTD.,Bengaluru,"Automation, RDBMS, PLSQL, Data Analyst, QlikView, Macros, Business Executive, Analytics"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,AARNA HR SOLUTIONS PVT. LTD.,Bengaluru,"reports, automation, be, good communication skills, sql pl sql, data warehousing, dashboards, data analyst"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Growing Soonicorn in Auto Components Space,Bengaluru,"Power Bi, Azure Databricks, Tableau, SQL, Python, Data Visualization, Data analysis, Microsoft Azure"
Fp&A Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Cognite,Bengaluru,"ERP, Financial reporting, Business analytics, Analytical, Financial planning, Budgeting, microsoft, Business intelligence"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Golden Eagle It Technologies,Indore,"Computer science, Data analysis, Excel, power bi, Data Analyst, Data quality, data visualization, Statistics"
Data Analyst - L3,Data Analyst,2-4 Yrs,Entry Level,Wipro,Pune,"Salesforce, Data analysis, data validation, data mining, data warehousing, business analytics, dashboards, data integration"
Sr. Data Analyst - Marketing Technology Digital & Technology,Data Analyst,2-4 Yrs,Entry Level,General Mills,Mumbai,"Supply chain, SAP, Google Analytics, Business analysis, Analytical, Market intelligence, Digital marketing, Analytics"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Canalys,Bengaluru,"Market analysis, Data analysis, Networking, Consulting, Workflow, Macros, Consumer electronics, SQL"
Senior Engineer Data -Analyst,Other,2-4 Yrs,Entry Level,Nagarro,Chennai,"Aws Cloud, Qlik Sense, Data Analysis, QlikView, Python, Thoughtspot, Senior, Qlik"
Sr Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Ameriprise Financial,Gurugram,"Computer science, Automation, Bloomberg, Investment research, Analytical, Financial planning, Asset management, Operations"
Audience Data Analyst,Data Analyst,2-4 Yrs,Entry Level,American Express Global Business Travel,"Mumbai, Chennai, Gurugram","Data analysis, Automation, Marketing operations, Data quality, Adobe, Digital marketing, Recruitment, SQL"
Data Analyst - Python Hadoop,Data Analyst,2-4 Yrs,Entry Level,Sadup Soft,Bengaluru,"Data Analysis, Data Validation, Big Query, Data Integrity, Hadoop, Spark, Python, SQL"
Data Analyst Scientist Required In Canada Aus Under Govt Visa Process,Data Analyst,2-4 Yrs,Entry Level,CN Immigration,"Australia, Canada, International","Data Science, Data Scientist, Data Analysis, Data Analyst, Au, Data, Canada, Analysis"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Scaleup Mission IT services,Bengaluru,"Operations management, Operations Analyst, Data Analyst, HR, Business strategy, Data, Management, Data analysis"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Quarks Technosoft,Bengaluru,"Business improvement, Data analysis, Automation, Analytical, power bi, Data quality, data visualization, Business intelligence"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Magic Bus,Noida,"data analysis, data management, dashboard development, data mining, presentation skills, pivot table, vlookup, analysis"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Pitney Bowes (PBI),Noida,"Data analysis, Usage, Google Analytics, Sales operations, Business reporting, Project management, Analytical, Product marketing"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Biz Tecno,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","hive, python, charts, data analysis, scikit-learn, data manipulation, mathematics, power bi"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Maruti True Value,"Gurugram, Bengaluru","Data analysis, Technical writing, Analytical, Cognos, Data mining, cisco, Analytics, Monitoring"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Fraoula,"Mumbai, Bengaluru, Delhi / NCR","SQL, Python, Power BI, Data Analysis, Data Visualization, Tableau, Looker, Data Cleaning"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Soul Ai,"Mumbai, Delhi / NCR, Bengaluru","Data Analysis, python, R, tableau, Statistical analysis, power bi, data visualization, data integration"
Data Scientist Analyst,Data Scientist,2-4 Yrs,Entry Level,Trovasemi,Bengaluru,"MS SQL, Demand planning, Simulation, Oracle SQL, Machine learning, microsoft azure, Regression analysis, Forecasting"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Lenskart,"Gurugram, Bengaluru","Power Bi, SQL, Python, Google analytics, Bi, Data analysis, Google, Analytics"
Climate Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Technip Energies,"Prayagraj, Varanasi, Ghaziabad, Kanpur, Lucknow, Agra","Data analysis, Data management, LNG, Talent acquisition, Competitive analysis, Analytical, TPS, Machine learning"
Marine Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Exxon Mobil Corporation,Bengaluru,", r, tableau, data analysis, software, power bi, sql, communication skills"
Payer Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Star4rall It Solutions,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Health insurance, Data analysis, Claims, Project estimation, Excel, Pharma, Agile, Healthcare"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Webkit24,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","excel, tableau, gcp, data integration tools, power bi, aws, communication skills, Tools"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Koya Consulting Inc,Bengaluru,"Computer science, Usage, PDF, Senior Analyst, Analytical, Programming, Data Analyst, Management"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Vahan Inc.,Bengaluru,"Data modeling, Analytical, Data collection, Healthcare, Medical insurance, Operations, Recruitment, SQL"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Caratlane,Pune,"quicksight, python, cloudstack, data analysis, modeling, continuous development, bi, presentation skills"
Programmer Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Indo Fuji Information Technologies,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Training, Business Analyst, Quality check, Programming, Data Analyst, Research, Troubleshooting, Testing"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Godrej KÂ‚Â¶rber Supply Chain Ltd,Mumbai,"Computer science, Process optimization, Excel, Analytical, Data collection, Data quality, Information technology, SQL"
Servicenow Data Analyst,Data Analyst,2-4 Yrs,Entry Level,WPP,Chennai,"Automation, Business analysis, Configuration management, Analytical, System integration, Data structures, Data quality, microsoft"
Senior Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Tokopedia,Bengaluru,"Due diligence, Financial inclusion, Machine learning, Financial services, Analytics, Recruitment, Logistics, SQL"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Caratlane,Pune,"sap, data analysis, bi, power bi, pivot table, sap analytics cloud, bo, report automation"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Precise Virtual Team,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Data analysis, Web technologies, Analytical, Book Keeping, Data Analyst, Web designing, SEO, Digital marketing"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Brickwork Ratings (BWR),Bengaluru,"MIS reporting, Loans, Bengali, Project finance, Analytical, Billing, Structured finance, Programming"
Senior Executive - Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Ecom Express,Gurugram,"Project implementation, Employee engagement, power bi, Customer service, Analytics, Performance improvement, SQL, Data extraction"
Senior Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Gojek,Bengaluru,"Due diligence, Financial inclusion, Machine learning, Financial services, Analytics, Recruitment, Logistics, SQL"
Marine Data Analyst,Data Analyst,2-4 Yrs,Entry Level,"Institute Of Marine Engineering, Science & Technology (imarest)",Bengaluru,"Supply chain, Data analysis, Manager Quality Assurance, Networking, Analytical, Manager Quality Control, Technical support, SQL"
Data Analysts,Data Analyst,2-4 Yrs,Entry Level,Mirafra,Bengaluru,"Data analysts, Data analysis, Analysts, Data"
Senior Python Developer,Other,2-4 Yrs,Entry Level,Synechron,"Pune, Hinjewadi","Python, PostgreSQL, MySQL, Data Analysis, Data Visualization, Oracle, ETL, Machine Learning"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Add On It Systems,Bengaluru,"MS SQL, PDF, Operating systems, RDBMS, Postgresql, IT skills, MS Word, Data Analyst"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Aeries Technology,Bengaluru,"driving, ssrs, power bi, data structures, etl, sql, communication skills, statistics"
Marine Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Exxon Mobil Corporation,Bengaluru,"Supply chain, Data analysis, Supply chain management, Manager Quality Assurance, Networking, Data collection, Predictive modeling, Business strategy"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,RUDRA ANLYTICS,Pune,"Data analysis, Automation, data security, Data collection, Predictive modeling, Data quality, Advanced Excel, Data mining"
Sr Product Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Kohler,Pune,"Performance tuning, Data analysis, Data management, Data modeling, power bi, Stored procedures, SQL development, Information technology"
Senior Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Accolite Software India Pvt Ltd,Bengaluru,"Unix, Performance tuning, Business objects, Application support, Data modeling, PLSQL, Informatica, Teradata"
Data Analyst -Python,Data Analyst,2-4 Yrs,Entry Level,Sopra Steria,Chennai,"data mining, vlookup, sql, analytics, data science, advanced excel, data visualization, technical skills"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Prodware Solutions,Mumbai,"Data processing, Data Analyst, Process, Data analysis, Processing, Data"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Caliche,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Infobahn Softworld,Bengaluru,"Post production, adobe analytics, C, Web analytics, Debugging, Javascript, Data collection, Data analytics"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Leading Client,"Hyderabad, Ahmedabad","Data Analysis, R, Power BI, Tableau, Looker, SQL, Python, Analysis"
Cloud Security Compliance And Data Analyst,Data Analyst,2-4 Yrs,Entry Level,IBM,Bengaluru,"project management, python, hipaa, sql, nist, soc, cmdb, cis"
Data Informatics Analyst - Etl Python,Other,2-4 Yrs,Entry Level,Quadrant Technologies,"Hyderabad, Bengaluru","Data Informatics Analysis, OneDrive, Power BI, Power Apps, Power Automate, SharePoint, ETL, Python"
Business Data Analyst - Business Intelligence,Data Analyst,2-4 Yrs,Entry Level,IndiaMART,Noida,"Business Intelligence, Predictive Modeling, Management Reporting, Vlookup, Power Bi, Excel Dashboards, Bi, Advanced Excel"
Senior Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Ipsos,Bengaluru,"Linux, Neural networks, Pharma, Consulting, Machine learning, Market research, Healthcare, Oncology"
Data Analysis - Japanese Subcon Data Analysis - Japanese Subcon,Other,2-4 Yrs,Entry Level,Zensar,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Design engineering, Data analysis, Technology consulting, Focus, Agile, Conceptualization, Management, Japanese"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Flixstock,Gurugram,"Data analysis, Automation, Coding, Analytical, Data processing, Data Analyst, Reporting tools, SQL"
Data Analyst - Logistics Domain,Data Analyst,2-4 Yrs,Entry Level,Elevati Infotech,Pune,"Supply chain, Health insurance, Data analysis, Automation, Analytical, power bi, Macros, Logistics"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Valita Technology,Visakhapatnam,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Rohan Builders & Developers,"Nagar, Pune","data analysis, data analytics, data interpretation, design development, data mining, strong analytical skills, power bi, process improvement"
Data Analysis - Korean Specialist Data Analysis - Korean Specialist,Other,2-4 Yrs,Entry Level,Zensar,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Design engineering, Data analysis, Technology consulting, Focus, Agile, Conceptualization, Management, korean"
Data Analyst Opendata Commercial,Data Analyst,2-4 Yrs,Entry Level,Veeva Systems,Mumbai,"xpath, python, data analysis, writing, aws, data engineering, sql, Data"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Beetexting,Hyderabad,"MongoDB, SQL, Data Modeling, Data analysis, Modeling, Data"
Data Eng Mgmt & Governance Analyst,Data Governance Analyst,2-4 Yrs,Entry Level,Accenture,Bengaluru,"data management, data analysis, dashboards, sql, tableau, hlookup, charts, conditional formatting"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Akhil Systems,Gurugram,"Computer science, Data analysis, Analytical, Machine learning, Healthcare, Data quality, Business intelligence, Data mining"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,MS Guide World,Bengaluru,"Solution design, Data analysis, Data modeling, Healthcare, Data analytics, Business intelligence, Project delivery, Python"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Pathfinder Business Analysis (PFBA),Coimbatore,"Data analysis, Software Engineering Manager, Business reporting, Data Analyst, Analytics, data profiling, ETL, Analysis"
Senior Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Fyers Securities,Bengaluru,"Automation, Leadership development, Talent acquisition, Analytical, Capital market, Business intelligence, Analytics, Financial services"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Mindteck,Bengaluru,"Computer science, Oracle database, VMware, Time series analysis, Netcool, Analytical, Product portfolio, Data analytics"
Business Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Confidential,"Melbourne, Australia","Six Sigma, Data Business Analyst, Contact Centre, Business analysis, Six, Data, Data analysis, Business Data Analysis"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Repose Mattress,Coimbatore,"Data Analysis, Analytical Ability, Excel, Power Bi, Data Visualization, SQL, Data, Analysis"
Data Analyst - Intermediate,Data Analyst,2-4 Yrs,Entry Level,Equifax Credit Information Services Private Limited,Pune,"GCP, Project management, Analytical, Healthcare, Manager Quality Control, Project delivery, Analytics, Financial services"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,P99soft,Hyderabad,"IT services, Computer science, Data analysis, Automation, Analytical, Data collection, Business intelligence, Operations"
Sr. Executive - Data Analysis & Auditing,Data Analyst,2-4 Yrs,Entry Level,Fareportal,Gurugram,"Advanced Excel, SQL, Travel, Data Analysis, Power Bi, Flight, Ticket Booking, Reporting"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Market Xcel Data Matrix,New Delhi,"Quantum, Advanced Excel, SPSS, Power Bi, Xcel, Tableau, Data analysis, Excel"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Bot Consulting,Pune,"Data analysis, tableau, Automation, Wellness, Data Analyst, Data quality, Information technology, Data warehousing"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,99plus It Solutions,Vadodara,"PPC, MS SQL, Google Analytics, XML, Analytical, Javascript, Business Development Executive, Data mining"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Complete Open Source Solutions (COSS),Hyderabad,"Redhat, IT training, Data analysis, IT Analyst, devops, IT infrastructure management, Infrastructure, Deployment"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Suntech Global,"Kochi, Thrissur, Kozhikode, Thiruvananthapuram","Computer science, Data analysis, VAT, Database, data integrity, Data Analyst, Information management, Data mining"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Checkmarx,Pune,"excel, enterprise information architecture, b2b sales, forecasting, power bi, sales process, salesforcesisense, communication skills"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Apollo TeleHealth,Hyderabad,"MySQL, Data Analyst, Python, Data analysis, Data"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,ICE Mortgage Technology,Hyderabad,"Visual Basic, Capital IQ, Financial markets, Master data management, Analytical, Data quality, market data, Secondary research"
Senior Data Analyst,Data Analyst,2-4 Yrs,Entry Level,BrightCHAMPS,Bengaluru(Sector 2 HSR Layout),"SQL, Excel, Data Visualization, Leadership Skills, Python, Leadership, Data, Data analysis"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Futures First,Gurugram,"Automation, Data analysis, Excel, qlik sense, Analytical, power bi, Data Analyst, Macros"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Novisync Solutions India,Visakhapatnam,"Backend, Data analysis, Data Analyst, Data quality, Customer service, Data mining, Business intelligence, IT operations"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,NS Global Corporation,Rajkot,"Procurement, Supply chain, Webmethods, SAP, PDF, Analytical, EDI, Middleware"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Countrees Services And Technologies,Chennai,"Commerce, HTML, data, data analysis"
Data Analyst & Data Scientist,Data Analyst,2-4 Yrs,Entry Level,Varuna Integrated Logistics,Gurugram,"Computer hardware, Costing, Coding, Analytical, Data processing, MS Office, Data mining, Forecasting"
Funtional Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Go Digital Technology Consulting,Mumbai,"Data analysis, Analytical, Power distribution, Machine learning, Data collection, Data quality, Operations, SCADA"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Proclink,"Hyderabad, Ahmedabad","Solution architecture, SAS, Analytical, Machine learning, Programming, Predictive modeling, Analytics, Financial services"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Acme Services,Mumbai,"Data analysis, Google Analytics, data science, Web analytics, Analytical, Report writing, Business management, E-commerce"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Micron Software,Hyderabad,"Automation, Business objects, MIS, Scrum, Unit testing, Business intelligence, Information technology, Analytics"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Nextgen Property Adviser,Hyderabad,"Database design, Process improvement, MySQL, Data collection, PHP, Information management, Data mining, Python"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Facts N Data,Noida,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Heyev,Jaipur,"python, data analysis, eda, data analytics, natural language processing, data manipulation, bi, power bi"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Natural Life Style,New Delhi,"Backend, Data analysis, Coding, MIS, Wordpress, HTML, Power point presentation, Data Analyst"
Data Analyst - Service,Data Analyst,2-4 Yrs,Entry Level,Maruti True Value,Gurugram,"Product quality, Automobile, Claims, Time management, Project monitoring, Data Analyst, Principal, Management"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Saven Technologies,Hyderabad,"RCA, Root cause analysis, Analytical, Social media, Data analytics, data visualization, Analytics, SQL"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Leading Client,Chennai,"data analysis, matlab, python, data analytics, natural language processing, sas, predictive analytics, machine learning"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,BP INCORPORATE INTERNATIONAL.,Pune,"Data analysis, Manager Quality Assurance, Data management, Business analysis, Consulting, Manager Quality Control, Data mining, Continuous improvement"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,TIC Fiber,Chennai,"master data, metadata, python, data analysis, data management, data analytics, data validation, configuration"
Data Analyst Mis Executive,Data Analyst,2-4 Yrs,Entry Level,Reputed Manufacturing Plant,"Bhilai, Bilaspur, Raipur","Google Sheets, raipur, MIS, Data Analysis, bluechip, VLOOKUP, Advanced Excel, Tms"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Nigsoft,Salem,"IT services, Computer science, Data analysis, Database design, Consulting, healthcare management, Data collection, Information management"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Maruti True Value,Gurugram,"GIS, Data analysis, Environmental science, Project management, Analytical, Consulting, Machine learning, Forecasting"
Data Eng Mgmt & Governance Analyst,Data Governance Analyst,2-4 Yrs,Entry Level,Accenture,Gurugram,"data management, data analysis, gap analysis, sql, data visualization, project management, python, data analytics"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Anutham Technologies,Pune,"IT services, Business objects, Data analysis, SAS, Database design, XML, Consulting, Javascript"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Hashtag Infosystem,Surat,"data analysis, data analytics, forecasting, bi, strong analytical skills, power bi, pivot table, business analysis"
Data Analysts,Data Analyst,2-4 Yrs,Entry Level,Patio Digital,Faridabad,"Excel, Data entry, Data analysis, Data, Analysts"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Dbiz.ai,Kochi,"Analytical skills, Data migration, data manipulation, Analytical, data integrity, Data Analyst, data mapping, Management"
Data Loss Prevention Analyst,Other,2-4 Yrs,Entry Level,Leading Client,India,"data analysis, information security, dlp, siem, data loss prevention, endpoint security, cyber security, network security"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Hexonica,Pune,"Computer science, SQL queries, Data analysis, Data modeling, Bfsi, Relationship, Data Analyst, Troubleshooting"
Reliability Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Pinnacle Art,Hyderabad,"Mining, Technical writing, Fixed assets, Database management, Management systems, Engineering projects, Data Analyst, MS Office"
Ai Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Ark Solutions,"Mumbai, Navi Mumbai","Data analysis, Version control, GIT, Linux, Postgresql, Machine learning, Data structures, Data Analyst"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Saisystems Health Engineering and Product,Pune,"Data Analyst, Product Owner, Business Analyst, Power BI, EHRs, Healthcare, RCM, SQL"
Business Analyst Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Leading Client,Bengaluru,"data analysis, documentation, sql, visio, business data analysis, process flow diagram, python, lending"
Senior Data Analyst Iii,Data Analyst,2-4 Yrs,Entry Level,Cleartrip,Bengaluru,"Senior Data Analyst, PLSQL, Python, Senior, Data, III"
Senior Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Leading Client,Bengaluru,"sql, snowflake, data analysis, power bi, tableau, hive, domo, bi"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Achnet,Noida,"SAN, Administration, Data modeling, Analytical, MySQL, power bi, Data Analyst, Talent management"
Data Analysis And Simulation Professional - Iot,Other,2-4 Yrs,Entry Level,Siemens,Goa,"power system, html, javascript, bug, power distribution, continuous integration, css, ci/cd"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Xportmine,Udaipur,"Customer acquisition, Artificial Intelligence, Network analysis, Machine learning, Information retrieval, Natural language processing, Predictive modeling, Data Analyst"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,InApp,"Kochi, Thiruvananthapuram","Analytical skills, Data analysis, GCP, power bi, Data Analyst, data visualization, Business intelligence, SQL"
Data Analyst Gsa Data Divisional Office – Gcoo,Data Analyst,2-4 Yrs,Entry Level,Deutsche Bank,Mumbai,"guest service, data management, gst, accounting, gta, accounts receivable, tds, accounts payable"
Senior Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Apex One,"Hyderabad, Bengaluru","Azure, GCP, Databricks, AWS, SQL, data analysis, data warehousing, business intelligence"
Analyst - Compliance,Other,4-6 Yrs,Mid Level,AMERICAN EXPRESS,Gurugram,"Career development, Due diligence, operational support, Operational excellence, Finance, Project management, Anti money laundering, Risk management"
Sr. Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Int9 Solutions,Bengaluru,"SQL queries, BigQuery, Snowflake, SQL Server, Oracle, Redshift, Amazon Redshift, Serv"
Sr Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Target,Bengaluru,"relationship building, sql, dw, sql optimization, structured query language, hive, domo, mathematics"
Senior Business Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Mcafee,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Mining, Root cause analysis, Automation, adobe analytics, Business analysis, Business Data Analyst, Analytical, Monitoring"
