Title,Company,Experience,Location,Salary,Skills
Data Analyst,Zessta Software Services,3-10 Yrs,Hyderabad,Not Mentioned,"Usage, Senior Analyst, Data Analyst, Software services, Data analysis, Senior, Software, Data"
Data Analyst:,Azmarq,2-4 Yrs,Noida,Not Mentioned,"Computer science, Data analysis, SAS, Data management, Process improvement, Data collection, Data quality, SPSS"
Data Analyst,Btree Systems (opc),5-10 Yrs,Chennai,Not Mentioned,"Training, IT training, SIDE, Data Analyst, Data analysis, Data"
Data Analyst,Armakuni,3-4 Yrs,Ahmedabad,Not Mentioned,"data cleansing, Data analysis, Automation, Data modeling, Analytical, Business intelligence, Stakeholder management, SQL"
Data Analyst,Alumnus Software,5-10 Yrs,Kolkata,Not Mentioned,"C++, Networking, Coding, Cognos, MySQL, Javascript, Data Analyst, HTML"
Reliability Data Analyst,Pinnacle Art,2-5 Yrs,Hyderabad,Not Mentioned,"Mining, Technical writing, Fixed assets, Database management, Management systems, Engineering projects, Data Analyst, MS Office"
Data Analyst,Ethics Express,3-8 Yrs,Gurugram,Not Mentioned,"Data analysis, Data management, Aviation, Pharma, Process improvement, data governance, FMCG, Oracle"
Data Analyst,Globalenglish,5-7 Yrs,Chennai,Not Mentioned,"Computer science, English, Data analysis, Google Analytics, Analytical, Data quality, Customer service, SSIS"
S&OP Data Analyst,Calderys India Refractories,3-4 Yrs,Nagpur,Not Mentioned,"Data analysis, French, Data modeling, Process improvement, Analytical, Data collection, German, Data mining"
Data Analyst - Blockchain Intelligence,C3i Hub,5-8 Yrs,Kanpur,Not Mentioned,"Law enforcement, GIT, SAR, Finance, Data Analyst, Research, Analytics, Monitoring"
data analyst,Fusion Plus Solutions,2-4 Yrs,Hyderabad,Not Mentioned,"Telecom, MS SQL, Test management tool, Functional testing, Agile, Data Analyst, SOAP, SQL"
Data Analyst,Akash Blowers,1-6 Yrs,Bahadurgarh,Not Mentioned,"Data Management, Data Analysis, Data Reporting, Reporting, Data, Management, Analysis"
Data Analysts,Pratyaksha Medi Care,1-2 Yrs,Noida,Not Mentioned,"data science, SPSS, WinCross, Data analysis, Data, Analysts, Science"
Data Analyst,Acme Services,2-5 Yrs,Pune,Not Mentioned,"Training, Programming, Data Analyst, Mathematics, JIRA, MS Office, Powerpoint, Statistics"
Data Analyst,Indian MNCs,4-7 Yrs,Chennai,Not Mentioned,"Tableau, Advanced Excel, SQL, Data analysis, Excel, Data"
Data Analyst,Moris Media,2-3 Yrs,Mumbai,Not Mentioned,"Data analysis, Data management, Analytical, Trend analysis, Data collection, Strategic planning, Data quality, Business intelligence"
Data Analyst,Diensten Tech,1-2 Yrs,Pune,Not Mentioned,"Data Analyst, Data, Data analysis"
Data Analyst,Diensten Tech,1-2 Yrs,New Delhi,Not Mentioned,"Data Analyst, Data analysis, Data"
Data Analyst,Techplus Media,2-3 Yrs,New Delhi,Not Mentioned,"Data Analyst, Data analysis, Data"
Data Analyst,Selective Consultants,2-7 Yrs,Faridabad,Not Mentioned,"Project Management, MIS, Data Management, NPD, Data analysis, Management, Project, Data"
Data Analyst,MRO,3-5 Yrs,Pune,Not Mentioned,"IT services, Data migration, Linux, Consulting, HIPAA, Data mining, JIRA, Project delivery"
Data Analyst,SwitchON Foundation,2-5 Yrs,Kolkata,Not Mentioned,"Dashboard & Visualization, Data Management And Analysis, Reporting & Capacity Support, Evaluation & Learning, Monitoring, Data Visualization, Evaluation, Data analysis"
Data Analyst - OpenData Commercial,Veeva Systems,2-7 Yrs,Mumbai,Not Mentioned,"SAN, Data analysis, DOM, Web technologies, Data quality, Life sciences, Data Analyst, Operations"
Data Analyst,AI ALCHEMY,10-20 Yrs,New Delhi,Not Mentioned,"Data analysis, Data modeling, Analytical, Schema, Workflow, Scheduling, Asset management, Operations"
Data Analyst,Leading Client,3-5 Yrs,Chennai,Not Mentioned,"Data Analysis, container, tfs, css, c++, amazon vpc, ajax, jquery"
Data Scientist & Analyst,iTDAY INDIA,5-7 Yrs,Bengaluru,Not Mentioned,"Computer science, C++, Data analysis, Simulation, Coding, MySQL, Machine learning, Javascript"
Data Analyst,Prudent Globaltech Solutions,7-12 Yrs,Hyderabad,Not Mentioned,"Computer science, Automation, Data analysis, Process improvement, Analytical, Data processing, Data Analyst, data visualization"
Data Analyst,Ariprus,3-7 Yrs,Mumbai,Not Mentioned,"Unix, C++, Linux, Scrum, Data mining, SDLC, Analytics, Automotive"
Data Analyst,Intuitive Apps,6-11 Yrs,Gurugram,Not Mentioned,"Data analysis, UML, Cognos, Data Analyst, Informatica, Apache, Business intelligence, SAP BI"
data analyst,Fusion Plus Solutions,8-12 Yrs,Hyderabad,Not Mentioned,"Microstrategy, Data analysis, tableau, SQL database, Deployment, Data Analyst, Data warehousing, Analytics"
Data Analyst,Product based Fortune India 500 FMCG Firm,1-2 Yrs,Mumbai (All Areas),Not Mentioned,"Data Analysis, Administration, MIS, Advanced Excel, Dashboards, Excel, Analysis, Data"
Data Analyst,MS Guide World,1-3 Yrs,New Delhi,Not Mentioned,"Data analysis, Talent acquisition, Machine learning, Data processing, Business intelligence, Recruitment, SQL, Data extraction"
Data Analyst,eTeam Inc.,1-3 Yrs,Hyderabad,Not Mentioned,"MS SQL, Case analysis, Data modeling, Project management, Data Analyst, Project planning, Management, Operations"
Data Analyst,Acme Services,1-4 Yrs,Mumbai,Not Mentioned,"Automation, Data analysis, Quality standards, Asset management, Macros, Portfolio management, Analytics, Financial services"
Data Analyst,Acme Services,2-5 Yrs,Mumbai,Not Mentioned,"SQL queries, MIS, Data Analyst, Test cases, Data, Data analysis, SQL, Query"
Data Analyst,Acme Services,2-6 Yrs,Mumbai,Not Mentioned,"Statistical analysis, Business Analyst, Data research, Data modeling, Manager Technology, Data Analyst, Analytics, Testing"
Data Analyst,Acme Services,2-5 Yrs,Gurugram,Not Mentioned,"SQL queries, tableau, VBA, power bi, Advanced Excel, Data Analyst, Macros, Operations"
Data Analyst,Nath Outsourcing Solutions,1-3 Yrs,Mohali,Not Mentioned,"Payment posting, Data Analyst, US healthcare, Healthcare, Data, Data analysis, Post, Posting"
Data Analyst,Recruitment Smart Technologies India Private Limited,4-10 Yrs,Ahmedabad,Not Mentioned,"Data analysis, SAS, Data management, MIS, Data Analyst, Manager Quality Control, Data mining, SQL"
Data Analyst,Bonzer Business Solutions Pvt Ltd.,3-5 Yrs,Gurugram,Not Mentioned,"Data analysis, Analytical, Finance, Retail finance, SAS R, Data Analyst, Business strategy, Statistics"
Data Analyst,mycitynagpur,1-5 Yrs,Nagpur,Not Mentioned,"Help Desk, Customer Service, data analysis, customer relationship, access controls, Telephony support, Asset Management, Vendor Management"
Data Analyst,Acme Services,2-5 Yrs,Mumbai,Not Mentioned,"tableau, Excel, Programming, Data Analyst, SQL, Python, Program, Data analysis"
Data Analyst,eTeam Inc.,1-3 Yrs,Pune,Not Mentioned,"SQL queries, Data management, Banking, data governance, Data quality, Agile methodology, Data Analyst, JIRA"
Data Analyst,Z2plus Placement & Security Agency Pvt. Ltd.,2-3 Yrs,Panaji,Not Mentioned,"Supply chain, Data modeling, Project management, SSRS, Business excellence, data visualization, SSIS, Business intelligence"
data analyst,Disha Consultants,4-8 Yrs,Jaipur,Not Mentioned,"Automation, tableau, Excel, Sales operations, Data Analyst, Management, SQL scripting, Analytics"
"4 To 8 years of exp. as a Data Analyst @ Banglore, Hyderabad , Chennai",A Client of Career Focus Consultancy,4-8 Yrs,"Hyderabad, Chennai, Bengaluru",Not Mentioned,"R, Power BI, Data Analyst, Python, SQL, Azure, GCP, AWS"
Data Analyst,Recruitment Smart Technologies India Private Limited,4-8 Yrs,Ahmedabad,Not Mentioned,"Data analysis, SAS, Data management, R Programming, MIS, power bi, Data mining, SQL"
Data Scientist and Analyst,Diverse Lynx,2-6 Yrs,Pune,Not Mentioned,"Data management, Business analytics, Machine learning, data governance, Data Analyst, Data quality, Natural language processing, Data mining"
Data Analyst,P.S International HR Consultants,5-10 Yrs,Mumbai,Not Mentioned,"Automation, Networking, Configuration management, Agile, Data structures, Workflow, SSIS, microsoft"
Data Analyst,Acme Services,5-7 Yrs,Mumbai,Not Mentioned,"Computer science, MS SQL, Data analysis, Database management, power bi, Data quality, MongoDB, data integrity"
Data Alteryx Analyst,Acme Services,3-6 Yrs,Mumbai,Not Mentioned,"SQL queries, Data validation, query optimization, RDBMS, Analytical, Data analytics, data visualization, Analytics"
Fresher Data Analyst & AI-ML Engineer,August Infotech,0-2 Yrs,Surat,Not Mentioned,"Backend, Data analysis, Analytical, Web development, Data quality, Troubleshooting, Data mining, Operations"
Analyst - Data Services,Calypso Technology,1-3 Yrs,Bengaluru,Not Mentioned,"Data analysis, Excel, Production support, Operations planning, Master data management, power bi, Information management, Research"
OPS-CS / Client Data Analyst,Nomura,1-3 Yrs,Mumbai,Not Mentioned,"Wealth management, Data management, Data quality, Investment banking, Investment management, Risk management, Information technology, Financial services"
Data and Governance Analyst,Barclays,1-10 Yrs,Pune,Not Mentioned,"data cleansing, Data analysis, Staffing, Project management, Scheduling, Data quality, Business strategy, Assistant Vice President"
Data Analyst,B.M. House India limited,2-4 Yrs,Bengaluru(HSR Layout),Not Mentioned,"Canva, Data Analysis, Advanced Excel, Power Bi, VLOOKUP, Data Management, Pivot, Digital Marketing"
Data Engineer  &  Data  Analyst,Resources Valley,6-10 Yrs,"Indore, Jaipur, Bengaluru",Not Mentioned,"Data Engineering, ETL, Python, Pyspark, visualizations, Power Bi, Tableau, Log Analytics"
"Data and Tech Analyst, EIP, Livelihood Program",The/Nudge Institute,5-10 Yrs,Guwahati,Not Mentioned,"Interpersonal skills, operational support, MIS development, Project management, Analytical, Manager Technology, Market research, Technology solutions"
"Analyst, Data Interchange and Development",Magna International,3-5 Yrs,Bengaluru,Not Mentioned,"Enterprise integration, Analytical, Billing, Network engineering, Database administration, System design, EDI, Information technology"
Data Engineer / Analyst,Naghavi Fintech,2-5 Yrs,Bengaluru,Not Mentioned,"data quality, data analysis, data pipeline, data visualization, etl, data engineering, fintech, Analysis"
Data Analyst  - Azure  For MNC - Bangalore,MNC Group,8-13 Yrs,Bengaluru,Not Mentioned,"azure, Pyspark, Data Bricks, Microsoft Azure, Data, Data analysis, Azure Data Factory, Bricks"
Data Analyst,Confidential,6-10 Yrs,Bengaluru,Not Mentioned,"Data analyst, Power Bi, python, Data Analysis, SQL, Analysis, Data, Bi"
Data Analyst-Having Stratup-Mid-Size companies Exp.@ Bangalore_Urgent,"A leader in this space, we deliver world-class Airport Services",8-13 Yrs,Bengaluru,Not Mentioned,"Kafka, SQL, airports, InfluxDB, Airflow, structured Data, time-series, JSON"
Data Analyst - SCM,Friulair India,5-7 Yrs,"Coimbatore, Bengaluru",Not Mentioned,"Procurement, Data analysis, Supply chain management, ERP, SAP, Analytical, SCM, Forecasting"
Data Visualisation Analyst,Pulsus Healthtech,3-5 Yrs,Hyderabad,Not Mentioned,"Data analysis, Automation, PDF, Data management, Pharma, Analytical, Healthcare, QlikView"
Data Analyst,Vishanz Business Services,4-8 Yrs,"Hyderabad, Chennai, Bengaluru",Not Mentioned,"Data Analysis, Python, SQL, Power Bi, Bi, Analysis, Data"
Data Compliance Analyst,Horizon Therapeutics,3-9 Yrs,Hyderabad,Not Mentioned,"Business process, Data analysis, metadata, SAS, Pharma, Agile, Data quality, Scrum"
Data Modeling Analyst,Tarento Technologies,3-8 Yrs,Bengaluru,Not Mentioned,"Computer science, data science, Data modeling, Analytical, Programming, Data processing, Stakeholder management, Statistics"
Data Pipeline Analyst,Lucy Electric,2-5 Yrs,Vadodara,Not Mentioned,"continuous integration, cd, python, ci/cd, data transformation, data pipelinesql server, Integration, Serv"
Data Engineer / Analyst,Ilensys Technologies,7-12 Yrs,Hyderabad,Not Mentioned,"Data analysis, SAS, ISO, VLOOKUP, Analytical, power bi, Life sciences, Oracle"
Lab Data Analyst,Apexon,4-5 Yrs,Bengaluru,Not Mentioned,"Engineering services, Excel, Business transformation, Data management, Bfsi, Healthcare, Life sciences, Asset management"
Reference Data Analyst,Deutsche Bank,0-5 Yrs,Bengaluru,Not Mentioned,"Data Analysis, derivatives, Excel, corporate banking, fixed income, Corporate, Fix, Data"
Data Analyst,Chessshiksha Ed-tech,1-3 Yrs,Udaipur,Not Mentioned,"Data Analysis, Power BI, Data Manipulation, Data Profiling, Data Visualization, Data Cleansing, Tableau, Cleansing"
Client Data Analyst Client Data Analyst,JPMorgan Chase Bank,0-4 Yrs,Bengaluru,Not Mentioned,"Operational risk, Compliance, Data collection, Workflow, Data Analyst, Management, MS Office, banking products"
Business Data Analyst || 99acres|| Mumbai || 6 Months Contract,Info Edge,0-2 Yrs,Mumbai(Andheri East),Not Mentioned,"Power Bi, Reports And Dashboards, Data Visualization, Tableau, Data Analytics, Data Analysis, Reporting, Contracts"
Data Analyst,Romsons Group of Industries,3-5 Yrs,Agra,Not Mentioned,"data analyst, Data analysis, Data"
Data-Analyst,Venus Jewel,2-3 Yrs,Mumbai,Not Mentioned,"Computer science, Administration management, deep learning, Excel, Manager Quality Assurance, Management systems, Machine learning, Operations"
"Data and Tech Analyst, Economic Inclusion Program",The/Nudge Institute,3-5 Yrs,Shillong,Not Mentioned,"Interpersonal skills, operational support, MIS development, Project management, Analytical, Manager Technology, Market research, Technology solutions"
Data Analyst SCM,Hydro Prokav Pumps,5-10 Yrs,Chennai,Not Mentioned,"excel, , tableau, data analysis, presentation skills, analysis tools, power bi, sql"
Reference Data Analyst,JPMorgan Chase Bank,0-8 Yrs,Bengaluru,Not Mentioned,"Analytical skills, MIS reporting, Data analysis, Standard operating procedures, Data Analyst, Advanced Excel, Powerpoint, client onboarding"
Data Analyst,FCB Kinnect,4-8 Yrs,Mumbai(Lower Parel),Not Mentioned,"Bigquery, GA4, Looker Studio, Looker, GOOGLE ANALYTICS 4, Google Data Studio, Web Analytics"
DATA PIPELINE ANALYST,Lucy Electric,1-4 Yrs,Vadodara,Not Mentioned,"Analyst, Data analysis, Automation, Business process improvement, Process improvement, Data processing, Data quality, Business intelligence"
Data Compliance Analyst,Amgen Inc,3-8 Yrs,Hyderabad,Not Mentioned,"Data Compliance, Excel, SAS, Agile software development, Scrum, SQL, Python, Compliance"
Data Analyst - SCM,Everest Vacuum,5-7 Yrs,Chennai,Not Mentioned,"Procurement, Data analysis, Supply chain management, ERP, SAP, Analytical, SCM, Forecasting"
Data Analyst - SCM,Hydro Prokav Pumps,5-7 Yrs,Chennai,Not Mentioned,"Procurement, Data analysis, Supply chain management, SAP, Data Analyst, SCM, Oracle, Forecasting"
Urgent- Data Governance Analyst (Pharmaceuticals Industry)- Mumbai,-,6-11 Yrs,Mumbai (All Areas),Not Mentioned,"Data Governance framework, Data Governance Analyst, automation scripts, Data Quality, MDM, Data Governance, Python, Data"
"Analyst, Loan Data Extraction",Chatham Financial,1-3 Yrs,Chennai,Not Mentioned,"Manager Quality Assurance, Data management, Analytical, Finance, Data quality, Credit analysis, Financial risk management, commercial real estate"
Data Analyst with Low Code,Overture Rede,1-3 Yrs,Ahmedabad,Not Mentioned,"Front end, MySQL, Debugging, Machine learning, Data structures, HTML, SDLC, Analytics"
Data Governance- Purview Analyst,Beyond Key,5-8 Yrs,Pune,Not Mentioned,"Computer science, Automation, Usage, Senior Analyst, Project management, Analytical, Data quality, microsoft"
Data Analyst with Tableau,Trinus Corporation,5-10 Yrs,Pune,Not Mentioned,"Supply chain, Computer science, ERP, Simulation, Database design, Teradata, Business intelligence, Data mining"
Data Loss Prevention (DLP) Analyst (ZScaler),Leading Client,4-5 Yrs,"India, India",Not Mentioned,"data analysis, information security, dlp, siem, data loss prevention, endpoint security, cyber security, network security"
Junior Business/Data Analyst,Acciojob,0 Yrs,"Noida, Hyderabad, Pune",Not Mentioned,"Excel, Power Bi, SQL, Python, Data, Data analysis, Business analysis, Bi"
Product Data Management / Data Analyst,eClerx,0-1 Yrs,Coimbatore,Not Mentioned,"Communication Skills, Engineering, Technical Skills, Data, Management, Data analysis, Product data management, Technical"
Fresher/ Banking/ Data Analyst/ Excel/Bangalore/ Immediate joiner,Teamware Solutions,0 Yrs,Bengaluru,Not Mentioned,"Communication Skills, Excel, Data Analyst, Pivot Table, VLOOKUP, Advanced Excel, Fresher Hiring, HLOOKUP"
Clinical Data Analyst- Internship- Biotech/ Biochem/ Microbio- Fresher,Clininfotech,0-1 Yrs,"Hyderabad/Secunderabad, Pune, Bengaluru",Not Mentioned,"Clinical research, Internship, Pharma, Clinical Data Management, Biotechnology, Pharmaceutics, Microbiology, Pharmacology"
Data Analyst,Vgen Software Solutions,1-5 Yrs,Coimbatore,Not Mentioned,"Conditional Formatting, Advanced Excel, Power Query, SQL, Pivot Table, Data Validation, Data Transformation, Formulas"
Trainee - Data Analyst,Caratlane,0-1 Yrs,Pune,Not Mentioned,"python, macros, data analysis, ms access, presentation skills, power bi, pivot table, vlookup"
Data Analyst/Business Analyst,Satin Creditcare Network,0-2 Yrs,"Gurugram, Delhi / NCR",Not Mentioned,"Telugu, Advanced Excel, excel, reports, Business Analyst, insights, MIS, Data Analysis"
Data Analyst (1yr+ exp) - Mumbai,Aeke Consultancy,1-2 Yrs,Mumbai (All Areas),Not Mentioned,"Power Bi, Data Analysis, Excel Macros, Macros, Exp, Analysis, Excel, Data"
MIS Executive and Data Analyst,Returnonweb Consulting Services,0-1 Yrs,Pune(Baner),Not Mentioned,"Pivot Table, Power Bi, VLOOKUP, Advanced Excel, HLOOKUP, Data Studio, Looker Studio, Dashboards"
Sr . Executive Data Analyst,Xpand,0-3 Yrs,"Noida, Mumbai, New Delhi",Not Mentioned,"Senior Executive, Data Analyst, SR, Data, Data analysis, Senior"
Data Analyst,Md Global Human Resource Consulting,3-6 Yrs,"Ballabhgarh, Palwal, Faridabad",Not Mentioned,"Data Analysis, Advanced Excel, SQL, Python, Excel, Power Bi, MS Office, Microsoft"
Data Analyst,Skywings Advisors,4-9 Yrs,Mumbai,Not Mentioned,"Data Analysis, Data Anlalytics, Power Bi, Oracle SQL, Data Visualization, Data Extraction, SQL, Data"
Data Analyst,Flywings Hr Services,10-17 Yrs,Pune,Not Mentioned,"Data Transformation, NoSQL, Data Modeling, ETL, Modeling, Transformation, Data analysis, Data"
Sr . Data Analyst ( Power BI developer ),Highrise Solutions LLP,0-4 Yrs,Pune,Not Mentioned,"BPO, RDBMS, Staffing, MySQL, Consulting, AS400, RPG, ITES"
Data Analyst / Data Scientist,The Dhan Academy,2-6 Yrs,Hyderabad,Not Mentioned,"Computer science, Market analysis, Logistic regression, Data analysis, Operational excellence, SAS, Debugging, Data mining"
Data loss prevention Analyst,Forvis Mazars,2-5 Yrs,Mumbai (All Areas),Not Mentioned,"Dlp, Data Loss Prevention, Zscaler, Forcepoint, Loss prevention, Prevention, Data"
"Analyst, Data Interchange and Development",Magna International,6-7 Yrs,Bengaluru,Not Mentioned,"Business process, Backend, RF, Analytical, Consulting, Information technology, ABAP, Automotive"
Junior Data Analyst,ti Steps,0-2 Yrs,"Hyderabad, Chennai, Bengaluru",Not Mentioned,"Tableau, Machine Learning, Python, SQL, Excel, Data analysis, Machine, Data"
Data Analyst - Manufacturing,Vcare Consultancy,8-13 Yrs,Kolkata,Not Mentioned,"Trade Marketing, MIS, Sales Force Automation, Sfa, Marketing, Salesforce, Automation, Data"
Data Analyst,Md Global Human Resource Consulting,3-7 Yrs,"Ballabhgarh, Palwal, Faridabad(Sector 5)",Not Mentioned,"ERP, sap, Excel, Data analysis, Data"
Junior Data Analyst (Fresher),SBU & CO,0-2 Yrs,"Mumbai, Mumbai Suburban",Not Mentioned,"VBA macros, Advanced Excel, Power Query, Data, Query, VBA, Macros, Excel"
Analyst-Data Science,AMERICAN EXPRESS,0-2 Yrs,Bengaluru,Not Mentioned,"Career development, data science, Analytical, Finance, Machine learning, Analytics, SQL, Python"
"Data Analytics Fresher , Data Analyst Fresher",Ablycon Global Angalore,0-1 Yrs,"Hyderabad, Bengaluru, Delhi / NCR",Not Mentioned,"Data Analytics, Business Analytics, Power Bi, Artificial Intelligence, Data Interpretation, Data Management, Data Extraction, Tableau"
Internship Junior Data Analyst,Rezultize,0-1 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not Mentioned,"Computer science, Data analysis, Analytical, Data collection, Market research, Customer engagement, Internship, SQL"
Data Analyst Assistant,Ventureit Global Solutions,0-3 Yrs,Jaipur,Not Mentioned,"hlookup, macros, data analysis, mis reporting, pivot table, power bi, business analysis, vlookup"
Data Analyst Intern,Signzy,6 months duration,Bengaluru,Not Mentioned,
Senior Analyst - Data Governance & Management,AMERICAN EXPRESS,0-3 Yrs,Gurugram,Not Mentioned,"Change management, PMP, Data management, Analytical, Data quality, Information management, Risk management, Continuous improvement"
Hiring For Business Data Analyst,Schneider Electric,6-11 Yrs,"Bengaluru, Mumbai (All Areas)",Not Mentioned,"Business Analytics, Data Analysis, Business Analysis, Business Data Analysis, Power Bi, Data Visualization, Data Modeling, Data Analytics"
Data Analyst Intern (UnPaid),Saveo,No fixed duration,Bengaluru,Not Mentioned,
Data Analyst (Associate),Aumni Techworks,0-3 Yrs,Pune,Not Mentioned,"python, data analysis, data manipulation, stakeholder management, power bi, sql, communication skills, Management"
Data Analyst Intern,ARP Investments,No fixed duration,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not Mentioned,
Data Analyst - Business Process Analyst 2,Juniper Networks,3-5 Yrs,Bengaluru,Not Mentioned,"Data analysis, Automation, Networking, Data modeling, Analytical, Data processing, Data quality, Troubleshooting"
"Data and Tech Analyst, EIP, Livelihood Program",The/Nudge Institute,5-8 Yrs,Ranchi,Not Mentioned,"Object oriented design, System architecture, System testing, jQuery, Coding, Debugging, Data Analyst, HTML"
"Data Scientist with EDA, Python, SQL and Business Analysis",Cognizant,8-11 Yrs,Hyderabad,Not Mentioned,"python, eda, data analysis, data management, modeling, analytical, data manipulation, query"
Sr Data Analyst,Adobe,5-7 Yrs,Bengaluru,Not Mentioned,"Computer science, Administration, customer analytics, Senior Data Analyst, Agile, Data Analyst, data visualization, Adobe"
Data Governance Analyst,Jupitorconsulting,5-7 Yrs,New Delhi,Not Mentioned,"Change management, SAP, Operational excellence, Data management, Project management, Data quality, Oracle, Stakeholder management"
Senior Data Analyst,Luminar Technologies,0-4 Yrs,New Delhi,Not Mentioned,"SQL queries, Manager Internal Audit, Interpersonal skills, power bi, Data Analyst, Data analytics, Management, Automotive"
Data Analyst/Architect/Scientist/Engineer,Diverse Lynx,4-10 Yrs,Hyderabad,Not Mentioned,"Architect, Data Analyst, Data analysis, Engineering, Architecture, Data"
Data Privacy Analyst,Tactgen,8-10 Yrs,Madurai,Not Mentioned,"Analyst, HP data protector, Compliance, Bfsi, Banking, data privacy, Data, Analysis"
BA-Data Analyst,Tech Mahindra,3-8 Yrs,Bengaluru,Not Mentioned,"Azure Cloud, Data Management, business analyst, Microsoft Azure, Data, Management, Business analysis, Cloud"
Junior Data Analyst,Invent Arc,0-2 Yrs,Ahmedabad,Not Mentioned,"Computer science, Report generation, Data analysis, Statistical analysis, Machine learning, data visualization, Project execution, SQL"
Analyst - Data Analytics,AMERICAN EXPRESS,0-4 Yrs,Gurugram,Not Mentioned,"Mining, Career development, Finance, Analytical, Data processing, Analytics, SQL, Data analysis"
Intern - Data Analyst,Smytten,0-1 Yrs,Ahmedabad,Not Mentioned,"Intern, VLOOKUP, Analytical, Data Analyst, Business intelligence, Digital marketing, Macros, Internship"
Data Analyst Intern,Sustainiam,3 months duration,Noida,Not Mentioned,
Junior Data Analyst,Neev Advisory Research & Consultancy Services,0-2 Yrs,Gurugram,Not Mentioned,"Excel, STATA, Packaging, M&A, Data Analyst, MS Word, SPSS, Research"
"Reference Data Analyst, (Senior Operations Analyst)",Deutsche Bank,2-6 Yrs,Bengaluru,Not Mentioned,"market data, capital market, trade life cycle, data quality, instruments, c#, it development, c++"
JUNIOR DATA ANALYST,Emcee Pharmaceuticals,0-3 Yrs,Kolkata,Not Mentioned,"Bengali, Data analysis, Computer application, Junior Data Analyst, Application, Data, Analysis, Computer"
"Client Solutions Group Data Steward, Analyst",Goldman Sachs,0-5 Yrs,Bengaluru,Not Mentioned,"Automation, Data management, Wealth management, Analytical, Mutual funds, Reconciliation, Asset management, Macros"
AM Alts Pvt Data Mgmt & Ctrls - Analyst,Goldman Sachs,0-5 Yrs,Bengaluru,Not Mentioned,"Wealth management, Data management, Investment banking, Asset management, Investment management, Risk management, Operations, Financial services"
Data-Analyst-Interns,Climeto Sustainable Services,No fixed duration,Indore,Not Mentioned,
Data Analyst / Business Analyst,Randstad India,4-8 Yrs,New Delhi(Siri Fort),Not Mentioned,"Business Analytics, Power Bi, KPI, Data Analytics, dashboard, Business Performance Management, Database Management, Advanced Excel"
Doctors Medical Data Analyst Chennai,Talentq Solutions,0-1 Yrs,Chennai,Not Mentioned,"Doctor Activities, BDS, MBBS, BUMS, BPT, BAMS, BHS, Data"
Senior Data Research Analyst,Morningstar,0-7 Yrs,Mumbai,Not Mentioned,"Data analysis, Manager Quality Assurance, Analytical, Data collection, Market research, Data quality, Asset management, Operations"
AVP Business Analyst (Data Analyst),Barclays,4-8 Yrs,Pune,Not Mentioned,"trello, data analytics, business data analysis, user acceptance testing, project management toolsdata munging, agile methodology, communication skills, jira"
Data Governance Analyst,India's fastest growing private sector bank,3-8 Yrs,Mumbai,Not Mentioned,"Data Integrity, Data Lineage, Data Governance, ADF, Governance Analyst, Data Governance Analyst, Oracle ADF, Governance"
DATA ANALYST/ SCIENTIST,Mid Town Software,2-6 Yrs,Mohali,Not Mentioned,"Process automation, Business analysis, Analytical, Process improvement, Artificial Intelligence, Machine learning, Data quality, Natural language processing"
Data Analyst & Data Scientist,Varuna Integrated Logistics,3-8 Yrs,Gurugram,Not Mentioned,"Computer hardware, Costing, Coding, Analytical, Data processing, MS Office, Data mining, Forecasting"
Business Analyst - Data Analyst,Virtusa,8-13 Yrs,Hyderabad,Not Mentioned,"scala, spark, jira, data analysis, agile, business intelligence, sql, plsql"
Senior Data Analyst,Capco,7-12 Yrs,"Hyderabad, Pune, Chennai, Bengaluru",Not Mentioned,"Data analysis, metadata, Personal banking, Senior Data Analyst, Management consulting, data governance, Data quality, Information management"
Senior Data Governance Analyst,Tide Software,0-5 Yrs,Bengaluru,Not Mentioned,"Health insurance, Administration, Data management, German, Data quality, Risk management, Analytics, Financial services"
Hiring Data Analyst I Apply Today,Probus Insurance Broker,0-4 Yrs,Mumbai,Not Mentioned,"Data Analyst, Power Bi, Data Extraction, Tableau, SQL, excel, Data Analysis, Data Visualization"
Business Analyst/Data Analyst,CBRE,1-3 Yrs,"Gurugram, Delhi / NCR, Mumbai (All Areas)",Not Mentioned,"Data Management, Advanced Excel, Excel Reporting, Macros, Data Reporting, Pivot Table, Business Intelligence, Reporting"
Data Analysis Intern,Clear Quant,No fixed duration,Ahmedabad,Not Mentioned,
Clinical Data Analyst,Career Ambitious,0-2 Yrs,Gurugram,Not Mentioned,"Data analysis, SAS, Data management, Analytical, Clinical trials, Clinical Data Analyst, Life sciences, Data quality"
Junior Data Analyst,ION,0-3 Yrs,Mumbai,Not Mentioned,"Supply chain, Automation, electronic trading, Analytical, Finance, Market intelligence, M&A, Analytics"
Research Associate/ Data Analyst,Datatech India,0-3 Yrs,New Delhi,Not Mentioned,"data analysis, data interpretation, data management, data analytics, data mining, data research, web research, research analysis"
Financial Data Analyst,Qube Research And Technologies,0-3 Yrs,Mumbai,Not Mentioned,"macros, vba coding, vba, writing, investment, excel macros, financial markets, communication skills"
Associate Data Analyst,Xenonstack,No fixed duration,Mohali,Not Mentioned,
